GrowthRate,RegionName,State,Volatility,AveragePrice,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31
-0.01600828599437374,Manhattan Beach,CA,92590.07696915338,2008886.8520878037,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1936737.8066488316,1942199.6323175195,1964637.2688631392,2009686.119448578,2061449.4781242784,2100300.6222674283,2124884.726400155,2149783.015721993,2165027.5753689427,2182779.2935538823,2190648.373259717,2200307.514624161,2188839.791620899,2169823.752672656,2151803.436564733,2147460.370447625,2140078.4615153247,2118187.2084876825,2084508.8316136964,2045995.7681557992,2029726.7253921945,2023786.1399573912,2033145.3443537632,2036792.1362880813,2041857.672403573,2044766.618875175,2041647.7665666216,2030225.598873792,2014230.5799603332,1994185.1740462352,1982336.3523244995,1970021.559554428,1959414.4481890127,1940060.458731435,1914092.9676919256,1896097.9341250816,1887347.0487589668,1896811.5670514132,1905733.953943881
0.06987492313112727,Malibu,CA,131758.18768460705,1442529.6842950783,1308881.6608046552,1300835.4738812714,1288381.903608583,1271405.1452341543,1251382.4411004542,1229949.7141000023,1220439.3060245314,1227373.8904648842,1245608.6741305264,1265431.86088505,1289213.120488352,1319977.8728645665,1342411.618990467,1360047.0381323851,1372788.1587606224,1394935.066626564,1421940.9781354023,1449727.3340181808,1483471.1371422869,1515338.01677831,1541520.9257796006,1564882.1719473742,1591742.4868883714,1629495.3986274973,1659953.5622166106,1671166.960374721,1668666.5310861175,1654535.660901931,1651515.7698313294,1647647.7022668198,1645649.6376679863,1628495.4904342846,1600121.526276228,1581828.2506055206,1577648.5576407283,1576502.6691357736,1559663.527550578,1527833.5958315788,1485769.1475337213,1448580.4228500975,1414952.07291793,1397368.403798391,1392173.5033711346,1400281.8642708985,1413430.1727627337,1417519.2869237135,1420582.6464374475,1423862.621895289,1424331.1404541165,1414307.9394921905,1399956.852771972,1388114.4626374373,1382614.3977975398,1372819.766547748,1370692.2564944269,1372857.0057500722,1387757.2209322394,1400339.6662411226
0.7463856962981125,Kilauea,HI,229512.85503480415,1351181.492069602,967077.0759602366,972289.2426093784,979422.0250492168,985925.326771978,989669.3072872214,992395.669090718,998303.8146913672,1009370.312668758,1023836.9941718912,1036045.1094734628,1049065.7938808978,1063996.691968049,1082137.429490729,1103919.8460478808,1124028.8710303658,1140377.568694202,1158556.6192024965,1182958.5430008136,1210886.0164020876,1230125.4543151178,1248115.7119857462,1272506.7730091603,1303291.2514693448,1330347.9578304698,1358350.064769094,1386528.5081472446,1419677.8139377628,1457306.181769781,1494266.3607444249,1526466.1904378906,1538619.4477481437,1528091.4156410026,1505589.7943411574,1494594.2948562065,1503218.2823605605,1517095.7383417755,1514765.8089414586,1499621.6087622012,1483318.7883203195,1481268.1273106637,1488968.245634984,1507137.1778414834,1524518.832638127,1534863.956361661,1538831.7666302118,1530153.882849849,1532139.0146386826,1533288.7872224196,1538292.1941057637,1537391.9524813497,1545789.1869700707,1562116.700401808,1583735.3625269912,1601243.3502687025,1625820.8355781597,1653024.9361308813,1678892.9525497174,1688889.5726747604
-0.03790289369572873,Saint Helena,CA,128084.9374008191,1332897.234189333,1201797.66120153,1215953.6871739177,1236433.627847995,1260489.1049865372,1271308.5022259587,1273199.4573033445,1264102.7662762513,1254169.0287707278,1250402.732791921,1251990.1264356405,1266915.4011669264,1285916.323879661,1305824.359693356,1322660.534048153,1335420.7983523358,1355203.965863283,1379634.232315134,1404111.047886417,1420088.0060916978,1434858.492701202,1451401.228205733,1477096.2731098102,1504445.6584393478,1529679.5618701435,1549289.5130385205,1554917.1831816372,1568220.2957872497,1574099.37786096,1578702.2188788988,1563401.8438221095,1533501.3353862632,1495064.7246995156,1452343.0505498643,1425603.45783489,1404241.4901723098,1385935.5534376374,1355553.3618210626,1330481.4427548237,1314641.6557086064,1310753.094103394,1311420.5808735257,1314540.9271852565,1315990.0218241282,1307094.2809429672,1292151.624269507,1268835.2566661686,1245815.5401445094,1217152.0693910546,1194800.5537476935,1177533.159870107,1172625.733343883,1172287.1746736525,1173098.2226599886,1166369.82994635,1159817.795931517,1155038.6981172732,1157369.883513726,1156246.052205233
0.6010222422251322,Laguna Beach,CA,212636.02186122834,1327442.4088237938,994285.0684141396,996390.5443585672,997172.4192011136,992603.3481394366,986361.6484374624,978813.0103241588,974225.2096171346,978590.1495690756,991455.1567847362,1011590.7865637172,1034738.0006158178,1060905.6522106803,1083865.6004867426,1104715.1096696386,1121403.7831127066,1143261.2700564282,1166160.667096481,1185626.0728787018,1204206.5204719517,1220794.9828280306,1239362.1079586197,1262556.865530544,1295206.3458902158,1333696.8221934251,1371464.889100338,1405683.164269152,1437974.1141987226,1460689.9462425758,1477617.5812557358,1482308.682509784,1481686.7318088822,1471679.6413730627,1460111.4344628083,1459210.7805942525,1466289.281415537,1478447.1052871216,1475182.8061984668,1461475.332982272,1440950.9996670196,1426007.502133977,1415395.60789936,1411229.761724406,1417510.5635076212,1435394.9153666117,1465593.2542522494,1495638.6722729115,1523261.631283953,1541455.4148361117,1551241.212833803,1553300.8362631202,1556936.6817045968,1562034.418653665,1565741.354953823,1566137.4707491847,1567977.163694948,1573627.8009868308,1582543.305244231,1591872.5096433747
0.0385516513609022,Bolinas,CA,74532.57657313778,1276315.1813001267,1150902.1967098312,1203699.1422023352,1270284.8538602362,1318607.44285316,1332385.2955923737,1322458.1129486067,1304304.1219056477,1274654.135130211,1245741.0048895974,1212075.152875171,1197181.7187054104,1196223.0929500265,1207594.0259834134,1222399.538245323,1237817.363740822,1254134.922609072,1270883.1633425988,1285150.9797597409,1305085.7321368663,1314901.6018366087,1318034.6394161582,1322143.609245097,1341181.7991194215,1357477.4892390242,1373314.0262402166,1372897.2366221517,1390320.0968362524,1401994.9596616414,1430098.1300014325,1437780.3883620205,1436447.6560966186,1408609.61899459,1385276.6112300963,1361486.7711087645,1346661.0157581174,1319990.6308000488,1280321.7843318405,1240186.3436990802,1214530.4161599905,1213883.8619793523,1220014.8350318891,1229789.6565211406,1234477.808366754,1242159.0464583195,1251508.0710999218,1258283.389069124,1258936.8051517794,1239223.6432315712,1209564.5200571616,1188568.7954220555,1191139.9166611503,1208600.4891708747,1215560.115800334,1210824.6711099865,1199812.4288807565,1195946.7897177755,1197477.473529902,1195271.3769478851
0.4451258933144388,Coronado,CA,166394.7968654549,1204310.7829786746,973424.7497282733,968981.12329543,970275.2898923714,981620.330594634,997608.7450604294,1003211.5304595972,992399.4162203466,968724.3574507548,951058.4272877512,946450.5752166364,954252.7574858478,967813.0913471105,981829.9512440996,995633.4131355672,1008642.1963911268,1021666.953278736,1037998.1042904776,1059472.559759424,1086763.9569298164,1106512.8500404616,1119212.5935013036,1133470.3836530736,1157656.8103916307,1189173.8162423586,1216125.6606606822,1238110.9983352812,1263356.5179984795,1286757.2900628585,1306747.0092768793,1315030.5544729177,1313044.2474299695,1298931.3922184927,1281617.2107853657,1270657.7183288662,1270428.0687743248,1269180.4022781118,1267752.6179657804,1265522.612414844,1266604.84294318,1272721.163186669,1283437.00964523,1307100.1750597227,1334341.2638058586,1364776.8603009398,1391586.8907093972,1410350.5209024854,1416745.42100115,1408816.4712583274,1402774.4631592836,1399956.1531940603,1401553.2624453811,1397207.953297843,1389615.7354803404,1382414.2742793404,1383233.3506794234,1390857.5231095504,1402094.4833793717,1406721.311025455
0.12178475113287418,Los Altos,CA,43907.100179692905,1187317.6612792653,1155475.8845752382,1162779.6789869445,1170032.5645732926,1169485.5041736343,1160134.0234381177,1145145.3583630507,1132628.5680272554,1129127.4951895345,1134821.289663073,1141782.926628982,1148637.7156874242,1152850.2409119832,1152350.5224032302,1146606.8446335478,1138687.8033001765,1134772.3638342067,1137398.7593516635,1140896.1542353702,1149308.6549717046,1157695.1886582791,1171541.8482353643,1184687.8289255388,1200693.2412589178,1215470.5636364091,1231415.114712668,1244355.0777577802,1255586.87140414,1258210.8351042338,1259655.3652999415,1254689.206673324,1246107.3233526435,1227914.3921220042,1209416.9640187966,1196756.9158665647,1191692.5137002664,1188792.5820495817,1185476.8091139467,1175603.7713699995,1162384.610197181,1148044.2914218446,1139456.5986025713,1137566.2282006743,1142871.275728605,1152303.0035337105,1166418.5594672458,1180266.755172302,1195902.5784481815,1206663.439661715,1214041.5212509988,1212976.380198502,1213092.268933801,1213233.8937112691,1219786.8958351847,1226351.419863921,1240706.4181216666,1258062.9617729606,1279415.260247938,1296195.2276182713
0.13903943108010527,Saratoga,CA,65813.79571963697,1173034.0530216123,1085655.5395104685,1097093.2107071728,1109691.7088121218,1112397.039737723,1101770.9658387457,1085333.610657462,1069623.6106294838,1063971.440179853,1067319.10306334,1074221.2618862542,1081153.7492675362,1087748.8020419346,1092171.4555734862,1094246.2379736907,1093583.1922326337,1096331.262426788,1100636.8397160925,1104301.248588891,1117622.823641491,1138452.7175720255,1168970.7465203295,1199524.7260798102,1233304.2104622242,1265397.9023453018,1282512.722903229,1282485.372503463,1272897.7468053764,1263879.8821551814,1264902.6033203937,1261107.318012567,1249019.9586435263,1226012.08202073,1205125.1832849958,1194129.9132716337,1189982.43805694,1188556.379235585,1182607.743659263,1172912.88112203,1159258.857197852,1153147.2548847906,1151920.9943830313,1160045.4375525054,1172962.4274998934,1187061.8454863038,1201996.8152813308,1208607.5424479784,1215660.2775429788,1219771.7698067783,1224720.9517715909,1220006.7920951743,1216615.7409213097,1216462.1096880983,1223787.540117868,1222169.1330673115,1220250.636966936,1220886.645514056,1227382.2044949818,1236604.4680729688
0.4359083689115914,Nantucket,MA,146856.76594882357,1135745.6033533628,912253.3270472196,924296.5466842438,934113.4707544064,941734.6831924836,942989.5464043204,940108.4273462952,924058.7158831533,914806.3470105808,914733.6488130076,919186.2029497004,924447.0143091189,930096.798479495,936132.026745786,943598.6103682226,950457.8215319886,959363.3255914206,974995.3705202556,993950.112761282,1018710.7832521346,1045372.8682141232,1075057.0763012248,1106166.9456273566,1131896.173156715,1156997.6198087276,1172979.235869507,1188918.0317643087,1202972.060235358,1224284.2903176434,1247275.4142522677,1271678.068522587,1281681.6849905814,1277064.2624821751,1255200.8316784943,1238117.2516056944,1230760.0638792887,1231257.2820735695,1225499.7595275333,1216517.1849048513,1210922.4817794145,1210950.2973984547,1211367.8974138375,1210002.4873916428,1213498.3825267788,1219562.2851180292,1226494.9460788362,1231074.783814131,1234232.1752114322,1240682.5834586078,1253034.6736278168,1266297.17727538,1282295.472217406,1297676.5225453756,1311263.5159776593,1316033.28934689,1315942.072462103,1315765.6159137671,1316507.2632058028,1309912.1868745456
